,subjects,elecs,s_Mai_RL,0_theta_AUC,1_alpha_AUC,2_beta_AUC,3_gamma_AUC,0_theta_Pow0,1_alpha_Pow0,2_beta_Pow0,3_gamma_Pow0,0_theta_Pow1,1_alpha_Pow1,2_beta_Pow1,3_gamma_Pow1,sig_1levtheta,sig_1levalpha,sig_1levbeta,sig_1levgamma,region,2lev_sig_theta,2lev_sig_alpha,2lev_sig_beta,2lev_sig_gamma
10,S0,10,SFG,0.8933333333333332,0.7566666666666666,0.7166666666666667,0.8983333333333334,20.83492199012822,13.979152218450455,39.99642131940349,6.075253337271694,56.58765491179775,28.011999681782733,54.67081059871494,7.604850148933933,1,1,1,1,Frontal,0,0,1,0
11,S0,11,SFG,0.4966666666666667,0.7116666666666667,0.6683333333333332,0.7983333333333331,52.446501573736256,22.43900066477818,49.52799713760525,10.438156796122973,58.13889632805797,35.57413902805789,61.02918919002983,14.03291861764759,0,1,1,1,Frontal,0,1,0,0
12,S0,12,SFG,0.94,0.8416666666666666,0.6316666666666666,0.6916666666666667,312.05056211615437,143.51813037535166,213.52534819366383,25.956585823076182,1120.3565738254042,221.89211722135897,298.5995371654086,31.487958625708604,1,1,0,1,Frontal,1,0,0,1
13,S0,13,SFG,0.8533333333333332,0.785,0.8433333333333334,0.8299999999999998,4.715863153918165,1.822921987509794,3.2995548905531344,1.191282924869441,10.650834624161083,3.936083718074842,4.832638958896354,1.0858768887285777,1,1,1,1,Frontal,0,0,1,0
14,S0,14,ACC,0.5916666666666666,0.6183333333333334,0.7749999999999999,0.8299999999999998,24.891318795656627,22.616123446739078,18.83141164110045,3.912036125522876,38.01323631545653,15.693414542052185,27.017858682444988,5.188260936333034,0,0,1,1,Frontal,0,0,0,0
15,S0,15,ACC,0.8533333333333333,0.57,0.5866666666666667,0.7733333333333332,286.1113586545145,53.6182429012733,81.8867928845228,12.78880052413077,575.1338017654062,79.61025196658345,104.24055843127705,14.871199222383547,1,0,0,1,Frontal,0,0,0,1
16,S0,16,SFG,0.7333333333333334,0.5833333333333333,0.8699999999999999,0.9666666666666666,331.1239903170081,66.62450358088547,75.26132028227312,7.393391751937437,533.890583239164,95.99277451132276,101.34330621885701,11.040962394588153,1,0,1,1,Frontal,0,0,1,0
17,S0,17,SFG,0.58,0.7066666666666667,0.6216666666666666,1.0,17.255359600547777,13.113907060804458,9.829118433057193,1.7306144620113375,27.453092080165714,9.025695551495991,13.006143985890903,2.406906123053525,0,1,0,1,Frontal,0,1,0,0
18,S0,18,SFG,0.7966666666666666,0.655,0.6266666666666666,0.94,6.098448002374476,2.838653492731403,3.2648342612885624,0.7260762364806741,11.594179137601031,5.604423911438255,4.496484925116771,1.024881055023761,1,0,0,1,Frontal,0,0,0,0
19,S0,19,SFG,0.5016666666666667,0.71,0.5466666666666666,0.8866666666666667,7.0225648028268575,2.174172813872824,4.038898547735852,0.6962213075856661,9.310936216913957,3.7658114966758376,4.868905374997321,0.8980322890992786,0,1,0,1,Frontal,0,0,0,0
20,S0,20,SFG,0.8599999999999998,0.52,0.6366666666666666,0.8249999999999998,5.7031410613835645,5.33353420749756,6.8756904113620125,1.1625284699450975,12.389257334666151,4.579504069756403,9.425517631218293,1.5645305192548191,1,0,0,1,Frontal,1,0,0,0
21,S0,21,SFG,0.9316666666666666,0.8616666666666666,0.6449999999999999,0.6216666666666667,92.09535801109443,41.59110997303935,111.88988533055321,13.037057677861887,276.85405729148965,83.96917282183334,93.20825542705299,10.91989392882713,1,1,0,0,Frontal,0,1,0,0
22,S0,22,SFG,0.9933333333333334,0.7416666666666666,0.72,0.8566666666666667,83.90844530749436,28.735349335705408,42.69978510806367,8.456217556609507,325.98284012151294,47.43416143578791,53.486112851044226,10.815873884818142,1,1,1,1,Frontal,0,0,1,0
23,S0,23,SFG,0.905,0.7483333333333333,0.6583333333333332,1.0,14.852980725522757,8.536221886200714,15.684274545118232,2.863935169500609,41.10965708683987,15.606144585839452,21.892145137271207,3.8959539866337214,1,1,0,1,Frontal,0,0,0,0
24,S0,24,SFG,0.8516666666666666,0.7633333333333333,0.7449999999999999,0.8733333333333333,27.348001120359555,7.200593692276947,9.646809013329207,1.7416259207532614,80.32685266456505,14.905151684505727,12.985819848546095,2.324745838170123,1,1,1,1,Frontal,0,0,1,0
25,S0,25,ACC,0.975,0.75,0.7816666666666666,0.8666666666666666,226.75037720905,183.48202359244576,84.29037919332788,12.268891210458227,714.1668459191292,111.7103904467654,110.62664919406193,16.918357571110896,1,1,1,1,Frontal,0,0,0,0
26,S0,26,ACC,0.8566666666666667,0.6916666666666668,0.8033333333333331,0.9666666666666666,49.070294999125785,22.434202430636525,40.54615965608977,7.402598343132879,123.84221204730444,37.60509450491917,54.58619713844824,11.215335477001997,1,1,1,1,Frontal,0,0,0,0
27,S0,27,ACC,0.5833333333333333,0.91,0.7833333333333334,1.0,334.2298859507905,39.160558612531325,54.5319118374533,9.557865818733305,203.0033215049561,65.85151284212066,79.7278412683024,13.570148465247483,0,1,1,1,Frontal,0,0,0,0
28,S0,28,SFG,0.5366666666666667,0.7183333333333333,0.6483333333333332,1.0,370.3892801458698,50.958214398028424,85.76203963513574,12.20143829142194,559.7349683484605,76.3930004597269,108.45547894303112,19.46453835516956,0,1,0,1,Frontal,0,1,0,0
29,S0,29,SFG,0.685,0.5799999999999998,0.73,1.0,38.83305103174658,27.002525483334498,39.79556624490201,6.702575809029727,71.26854275478374,38.35725197602827,48.76798606193214,9.485839363029543,1,0,1,1,Frontal,0,0,0,0
30,S0,30,SFG,0.7116666666666667,0.7383333333333334,0.8150000000000001,0.825,6.17816931119053,3.3936427199736525,7.038019550735892,2.244837348248204,13.796648473468752,5.252539474055771,8.73821041049141,6.190386280225817,1,1,1,1,Frontal,0,1,0,0
31,S0,31,SFG,0.8566666666666667,0.5033333333333333,0.9666666666666666,0.9333333333333332,7.549899252011301,7.02955645507202,10.92051704370381,1.7924741609274684,16.009292410021725,9.584714208118351,16.36340135399122,2.48192089569345,1,0,1,1,Frontal,0,0,1,0
32,S0,32,SFG,0.9933333333333334,0.885,0.9066666666666666,0.9666666666666666,9.833291235472313,7.148914710868317,12.542657505582342,2.083260616439852,24.84838073670541,10.92976427928275,19.46927616474534,2.7030860442793943,1,1,1,1,Frontal,1,0,1,0
33,S0,33,SFG,0.5816666666666667,0.8916666666666666,0.7133333333333334,0.95,60.396909558567046,12.501005113305874,21.28847594099905,3.4181361133576726,40.35526576423471,21.29296051107314,31.355894483351694,4.557140627015631,0,1,1,1,Frontal,0,0,0,0
34,S0,34,SFG,0.7066666666666667,0.7633333333333333,0.8016666666666665,0.7283333333333333,130.47795008543054,64.59563144836731,115.48031072743751,14.407890205499573,239.6919740964276,107.87150231991943,170.16264129784378,16.47162358578172,1,1,1,1,Frontal,0,0,1,0
35,S0,35,SFG,0.6566666666666667,0.7316666666666667,0.5,0.9066666666666668,133.9300098916256,31.499890024066385,76.41605193031772,10.315713701867773,90.98889247869788,52.49823351014265,76.85514443079236,20.961150368296767,0,1,0,1,Frontal,0,0,0,0
36,S0,36,SFG,0.6583333333333333,0.8516666666666666,0.7033333333333334,0.93,253.65303165269302,67.73523683322739,167.69141795367412,14.897325772544045,163.62823284925508,126.53862995082235,225.72568389058125,27.794367779745695,0,1,1,1,Frontal,0,0,0,0
37,S0,37,SFG,0.8383333333333333,0.7283333333333333,0.6833333333333332,0.6866666666666666,64.55506175851956,43.93881960379935,33.275231751304986,6.3939101264924405,120.24633991831999,30.192739902215987,42.594535138016326,7.612148755960113,1,1,1,1,Frontal,0,0,0,0
38,S0,38,MFG,0.74,0.6,0.6049999999999999,0.8016666666666667,237.17920827917908,97.6943606343298,707.1518559424971,35.7075828525761,689.2141907943013,174.30824370660838,346.7886961258183,48.77766538870701,1,0,0,1,Frontal,0,0,0,0
39,S0,39,MFG,0.6799999999999999,0.8816666666666666,0.615,0.8550000000000001,78.03429307654022,9.428480716645431,12.677082171081965,3.86999950261424,53.09730387483017,14.932581669873786,26.67834695819743,5.1423601538915715,1,1,0,1,Frontal,0,0,0,0
